Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
09/12/2015,HOND,4D,,SIL,E647671,IL,701 N. Sacramento,(773) 265-7605,6826819
09/12/2015,HYUN,4D,,SIL,V862926,IL,10300 S. Doty,(773) 568-8495,2772203
09/12/2015,HYUN,4D,,SIL,E479212,IL,10300 S. Doty,(773) 568-8495,2772233
09/12/2015,JEEP,LL,TK,BLK,Y761192,IL,701 N. Sacramento,(773) 265-7605,6826745
09/12/2015,JEEP,LL,TK,WHI,S492254,IL,10300 S. Doty,(773) 568-8495,2772208
09/12/2015,LEXS,4D,,GLD,E922316,IL,10300 S. Doty,(773) 568-8495,2772213
09/12/2015,LINC,4D,,GRN,500R394,IL,701 N. Sacramento,(773) 265-7605,6826822
09/12/2015,LINC,4D,,WHI,119532,IL,701 N. Sacramento,(773) 265-7605,6826791
09/12/2015,MERC,4D,,TAN,G989762,IL,10300 S. Doty,(773) 568-8495,467742
09/12/2015,MERC,4D,,SIL,E364289,IL,701 N. Sacramento,(773) 265-7605,6826706
09/12/2015,MERC,SW,,BLU,K674120,IL,10300 S. Doty,(773) 568-8495,2772220
09/12/2015,MERZ,4D,,BLK,E308774,IL,701 N. Sacramento,(773) 265-7605,6826709
09/12/2015,MERZ,4D,,DBL,V963291,IL,701 N. Sacramento,(773) 265-7605,6826717
09/12/2015,MERZ,4D,,BLK,X698826,IL,701 N. Sacramento,(773) 265-7605,6826735
09/12/2015,NISS,4D,,GRY,333P919,IL,10300 S. Doty,(773) 568-8495,2772198
09/12/2015,NISS,4D,,BLK,E457956,IL,10300 S. Doty,(773) 568-8495,2772195
09/12/2015,NISS,4D,,GRY,E562266,IL,10300 S. Doty,(773) 568-8495,2772227
09/12/2015,NISS,4D,,BLK,V148969,IL,701 N. Sacramento,(773) 265-7605,6826774
09/12/2015,NISS,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2772225
09/12/2015,NISS,LL,TK,GRY,R432109,IL,10300 S. Doty,(773) 568-8495,2772214
09/12/2015,NISS,LL,,GRN,794R292,IL,701 N. Sacramento,(773) 265-7605,6826753
09/12/2015,OLDS,4D,,BLK,V770356,IL,701 N. Sacramento,(773) 265-7605,6826821
09/12/2015,OLDS,4D,,GRY,V136542,IL,701 N. Sacramento,(773) 265-7605,6826829
09/12/2015,OLDS,4D,,TAN,E359019,IL,701 N. Sacramento,(773) 265-7605,6826710
09/12/2015,PLYM,VN,TK,WHI,233F155,IL,10300 S. Doty,(773) 568-8495,2772215
09/12/2015,PONT,2H,,RED,R358383,IL,701 N. Sacramento,(773) 265-7605,6826792
09/12/2015,PONT,4D,,SIL,E412070,IL,701 N. Sacramento,(773) 265-7605,6826754
09/12/2015,PONT,4D,,BGE,N933150,IL,10300 S. Doty,(773) 568-8495,2772216
09/12/2015,PONT,4D,,GRY,R449900,IL,10300 S. Doty,(773) 568-8495,2772192
09/12/2015,PONT,4D,,MAR,7248742,IL,701 N. Sacramento,(773) 265-7605,6826722
09/12/2015,SATR,4D,,SIL,Y762843,IL,10300 S. Doty,(773) 568-8495,2772200
09/12/2015,TOYO,4D,,BGE,9864553,IL,701 N. Sacramento,(773) 265-7605,6826835
09/12/2015,TOYT,2D,,PLE,ERZ6771,OH,701 N. Sacramento,(773) 265-7605,6826731
09/12/2015,TOYT,4D,,WHI,7297402,IL,701 N. Sacramento,(773) 265-7605,6826795
09/12/2015,TOYT,4D,,BLK,3AW6349,MD,701 N. Sacramento,(773) 265-7605,6826803
09/11/2015,ACUR,2D,,BLK,V224704,IL,701 N. Sacramento,(773) 265-7605,6826620
09/11/2015,AUDI,4D,,GRY,E821426,IL,701 N. Sacramento,(773) 265-7605,6826615
09/11/2015,BMW,4D,,BLK,V609545,IL,10300 S. Doty,(773) 568-8495,2772165
09/11/2015,BUIC,4D,,GRY,Z316808,IL,701 N. Sacramento,(773) 265-7605,6826600
09/11/2015,BUIC,4D,,TAN,9106866,IL,701 N. Sacramento,(773) 265-7605,6826618
09/11/2015,BUIC,4D,,GLD,E677148,IL,10300 S. Doty,(773) 785-9752,1715491
09/11/2015,BUIC,4D,,BLU,949R224,IL,701 N. Sacramento,(773) 265-7605,6826673
09/11/2015,CADI,4D,,GRY,E398496,IL,10300 S. Doty,(773) 568-8495,2772156
09/11/2015,CHEV,2D,,WHI,E388539,IL,10300 S. Doty,(773) 568-8495,2772164
09/11/2015,CHEV,2D,,RED,S711246,IL,10300 S. Doty,(773) 568-8495,2772146
09/11/2015,CHEV,4D,,GRY,R343495,IL,701 N. Sacramento,(773) 265-7605,6826631
09/11/2015,CHEV,4D,,BLK,RSQ762,IN,10300 S. Doty,(773) 568-8495,2772149
09/11/2015,CHEV,4D,,WHI,65180FF,IL,701 N. Sacramento,(773) 265-1846,1533731
09/11/2015,CHEV,4D,,GLD,945ADR,IN,10300 S. Doty,(773) 568-8495,2772176
09/11/2015,CHEV,4D,,SIL,E623895,IL,701 N. Sacramento,(773) 265-1846,1533732
09/11/2015,CHEV,LL,,RED,Y974957,IL,10300 S. Doty,(773) 568-8495,2772141
09/11/2015,CHEV,LL,,WHI,V137343,IL,701 N. Sacramento,(773) 265-7605,6826669
09/11/2015,CHEV,LL,,GLD,R205605,IL,701 N. Sacramento,(773) 265-7605,6826630
09/11/2015,CHEV,PK,,MAR,1612405-,IL,701 N. Sacramento,(773) 265-7605,6826612
09/11/2015,CHEV,PK,TK,GRY,167S360,IL,10300 S. Doty,(773) 568-8495,2772144
09/11/2015,CHEV,VN,,GRY,V141749,IL,701 N. Sacramento,(773) 265-7605,6826677
09/11/2015,CHEV,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2772150
09/11/2015,CHRY,4D,,BLK,E671293,IL,10300 S. Doty,(773) 785-9752,1715490
09/11/2015,CHRY,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6826610
09/11/2015,CHRY,VN,TK,BLU,Z272866,IL,10300 S. Doty,(773) 568-8495,2772155
09/11/2015,CHRY,VN,TK,,V612544,IL,10300 S. Doty,(773) 568-8495,2772157
09/11/2015,DODG,4D,,WHI,E815050,IL,701 N. Sacramento,(773) 265-7605,6826604
09/11/2015,DODG,4D,,RED,K734950,IL,701 N. Sacramento,(773) 265-1846,1533733
09/11/2015,DODG,VN,,GRN,,IL,10300 S. Doty,(773) 785-9752,1715492
09/11/2015,DODG,VN,TK,RED,K488991,IL,701 N. Sacramento,(773) 265-7605,6826581
09/11/2015,DODG,VN,,SIL,E387248,IL,10300 S. Doty,(773) 785-9752,1715493
09/11/2015,FORD,4D,,GRY,P579650,IL,10300 S. Doty,(773) 568-8495,2772182
09/11/2015,FORD,LL,TK,BLU,1127389-,IL,701 N. Sacramento,(773) 265-1846,1533730
09/11/2015,FORD,LL,TK,BLU,E394130,IL,10300 S. Doty,(773) 568-8495,2772145
09/11/2015,FORD,LL,TK,RED,V737270,IL,10300 S. Doty,(773) 785-9752,1715485
09/11/2015,FORD,LL,TK,RED,E159454,IL,10300 S. Doty,(773) 568-8495,2772188
09/11/2015,FORD,PK,,BLU,,,701 N. Sacramento,(773) 265-7605,6826588
09/11/2015,FORD,VN,,SIL,BGFSH72,IL,701 N. Sacramento,(773) 265-7605,6826611
09/11/2015,FORD,VN,,BLK,,,10300 S. Doty,(773) 568-8495,2772142
09/11/2015,GMC,LL,TK,BLK,1086412,IL,701 N. Sacramento,(773) 265-7605,6826662
09/11/2015,GMC,VN,,BRO,HLK131,MS,701 N. Sacramento,(773) 265-7605,6826582
09/11/2015,HOND,2D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6826689
09/11/2015,HOND,2D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6826614
09/11/2015,HOND,4D,,BLU,E879487,IL,701 N. Sacramento,(773) 265-7605,6826590
09/11/2015,HYUN,4D,,RED,146S356,IL,10300 S. Doty,(773) 568-8495,2772166
09/11/2015,INFI,4D,,BLK,E357079,IL,701 N. Sacramento,(773) 265-7605,6826678
09/11/2015,ISU,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2772171
09/11/2015,JEEP,LL,,WHI,R235274,IL,701 N. Sacramento,(773) 265-7605,6826606
09/11/2015,KIA,4D,,RED,L724062,IL,10300 S. Doty,(773) 568-8495,2772153
09/11/2015,MAZD,2D,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1715489
09/11/2015,MERC,4D,,MAR,232709,IL,701 N. Sacramento,(773) 265-7605,6826617
09/11/2015,MERC,4D,,RED,404S159,IL,701 N. Sacramento,(773) 265-7605,6826619
09/11/2015,MERC,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2772183
09/11/2015,MERC,LL,,BLK,6535474,IL,701 N. Sacramento,(773) 265-7605,6826653
09/11/2015,MERC,VN,,GRY,E451646,IL,701 N. Sacramento,(773) 265-7605,6826666
09/11/2015,MITS,4D,,PLE,R592975,IL,701 N. Sacramento,(773) 265-7605,6826591
09/11/2015,MITS,4D,,MAR,E869499,IL,10300 S. Doty,(773) 568-8495,2772170
09/11/2015,NISS,4D,,BLK,E457863,IL,701 N. Sacramento,(773) 265-7605,6826638
09/11/2015,NISS,4D,,RED,E525230,IL,701 N. Sacramento,(773) 265-7605,6826596
09/11/2015,NISS,4D,,WHI,S706516,IL,10300 S. Doty,(773) 785-9752,1715487
09/11/2015,PONT,2D,,BLK,E757872,IL,701 N. Sacramento,(773) 265-7605,6826593
09/11/2015,PONT,4D,,GRY,E969036,IL,701 N. Sacramento,(773) 265-7605,6826594
09/11/2015,PONT,4D,,BLK,949R182,IL,10300 S. Doty,(773) 568-8495,2772158
09/11/2015,PONT,4D,,BLK,Y754506,IL,701 N. Sacramento,(773) 265-7605,6826679
09/11/2015,SAA,4D,,RED,EB3214,DC,701 N. Sacramento,(773) 265-7605,6826661
09/11/2015,SAA,4D,,GRY,4662TH,ME,701 N. Sacramento,(773) 265-7605,6826608
09/11/2015,TOYT,4D,,GRY,BNC3258,GA,701 N. Sacramento,(773) 265-7605,6826636
09/11/2015,TOYT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1533729
09/11/2015,TOYT,4D,,GRN,S721815,IL,701 N. Sacramento,(773) 265-7605,6826650
09/11/2015,TOYT,PK,TK,GRY,1255635-,IL,10300 S. Doty,(773) 785-9752,1715488
09/11/2015,VOLK,4D,,SIL,5AXJ380,CA,701 N. Sacramento,(773) 265-7605,6826665
09/10/2015,ACUR,4D,,GRY,DXZ4757,OH,701 N. Sacramento,(773) 265-7605,6826563
09/10/2015,BUIC,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6826578
09/10/2015,BUIC,4D,,GRY,858R759,IL,10300 S. Doty,(773) 785-9752,1715480
09/10/2015,BUIC,4D,,BLK,E650435,IL,701 N. Sacramento,(773) 265-7605,6826498
09/10/2015,BUIC,LL,,GLD,V758772,IL,701 N. Sacramento,(773) 265-7605,6826521
09/10/2015,CHEV,4D,,WHI,282S375,IL,701 N. Sacramento,(773) 265-7605,6826527
09/10/2015,CHEV,4D,,RED,E411762,IL,701 N. Sacramento,(773) 265-7605,6826530
09/10/2015,CHEV,4D,,TAN,H422126,IL,701 N. Sacramento,(773) 265-7605,6826510
09/10/2015,CHEV,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6826567
09/10/2015,CHEV,4D,,BLK,V260156,IL,10300 S. Doty,(773) 568-8495,2772111
09/10/2015,CHEV,4T,,WHI,S812288,IL,701 N. Sacramento,(773) 265-7605,6826503
09/10/2015,CHEV,LL,,GRN,S487548,IL,10300 S. Doty,(773) 568-8495,2772132
09/10/2015,CHEV,VN,,RED,S487299,IL,701 N. Sacramento,(773) 265-7605,6826515
09/10/2015,CHEV,VN,,WHI,369S480,IL,10300 S. Doty,(773) 568-8495,2772138
09/10/2015,CHRY,4D,,SIL,E737171,IL,701 N. Sacramento,(773) 265-7605,6826524
09/10/2015,CHRY,VN,,WHI,Y718452,IL,10300 S. Doty,(773) 568-8495,2772128
09/10/2015,CHRY,VN,,RED,V599894,IL,10300 S. Doty,(773) 568-8495,2772131
09/10/2015,DODD,VN,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1533723
09/10/2015,DODG,4D,,GRY,E576819,IL,701 N. Sacramento,(773) 265-7605,6826522
09/10/2015,DODG,LL,,BLU,V219573,IL,701 N. Sacramento,(773) 265-7605,6826514
09/10/2015,DODG,PK,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1533720
09/10/2015,DODG,VN,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6826495
09/10/2015,DODG,VN,,WHI,R350549,IL,701 N. Sacramento,(773) 265-7605,6826528
09/10/2015,FORD,4D,,GRN,,IL,701 N. Sacramento,(773) 265-1846,1533722
09/10/2015,FORD,4D,,BLU,E507452,IL,701 N. Sacramento,(773) 265-7605,6826508
09/10/2015,FORD,4D,,BLU,E384520,IL,701 N. Sacramento,(773) 265-7605,6826570
09/10/2015,FORD,4D,,GRY,102RUE,MN,10300 S. Doty,(773) 568-8495,2772140
09/10/2015,FORD,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2772115
09/10/2015,FORD,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1533725
09/10/2015,FORD,PK,,BLK,1573785B,IL,701 N. Sacramento,(773) 265-7605,6826516
09/10/2015,FORD,PK,,GRY,1620841-,IL,701 N. Sacramento,(773) 265-7605,6826502
09/10/2015,FORD,SW,,WHI,S101375,IL,701 N. Sacramento,(773) 265-7605,6826519
09/10/2015,FORD,VN,,GRN,S388755,IL,701 N. Sacramento,(773) 265-7605,6826496
09/10/2015,FORD,VN,TK,SIL,216ATF,IN,10300 S. Doty,(773) 568-8495,2772143
09/10/2015,FORD,VN,,BLK,938R711,IL,10300 S. Doty,(773) 785-9752,1715479
09/10/2015,GMC,LL,,WHI,V549328,IL,10300 S. Doty,(773) 568-8495,2772127
09/10/2015,GMC,LL,TK,RED,230S470,IL,10300 S. Doty,(773) 568-8495,2772099
09/10/2015,HOND,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6826526
09/10/2015,HOND,4D,,BLK,A793487,IL,701 N. Sacramento,(773) 265-7605,6826572
09/10/2015,HOND,4D,,RED,873CBW,IN,10300 S. Doty,(773) 785-9752,1715478
09/10/2015,HOND,4D,,BLK,V774347,IL,701 N. Sacramento,(773) 265-7605,6826509
09/10/2015,HOND,VN,,GLD,Z144215,IL,701 N. Sacramento,(773) 265-7605,6826576
09/10/2015,HYUN,4D,,SIL,E387514,IL,701 N. Sacramento,(773) 265-7605,6826554
09/10/2015,HYUN,4D,,WHI,L708059,IL,10300 S. Doty,(773) 568-8495,2772098
09/10/2015,HYUN,LL,,BLK,E432326,IL,10300 S. Doty,(773) 568-8495,2772129
09/10/2015,INFI,4D,,SIL,E868911,IL,701 N. Sacramento,(773) 265-7605,6826573
09/10/2015,JEEP,4D,,GRN,6062829,IL,10300 S. Doty,(773) 568-8495,2772102
09/10/2015,JEEP,LL,,GRN,V771930,IL,10300 S. Doty,(773) 568-8495,2772117
09/10/2015,JEEP,LL,,RED,V961302,IL,701 N. Sacramento,(773) 265-7605,6826506
09/10/2015,LANR,LL,,GRN,,IL,10300 S. Doty,(773) 568-8495,2772148
09/10/2015,LINC,4D,,SIL,E279221,IL,701 N. Sacramento,(773) 265-7605,6826529
09/10/2015,MAZD,4D,,GLD,V842702,IL,701 N. Sacramento,(773) 265-7605,6826539
09/10/2015,MERC,LL,,MAR,P629232,IL,701 N. Sacramento,(773) 265-7605,6826552
09/10/2015,NISS,4T,,GRY,E435957,IL,701 N. Sacramento,(773) 265-7605,6826494
09/10/2015,PONT,4D,,WHI,V145560,IL,701 N. Sacramento,(773) 265-7605,6826541
09/10/2015,PONT,4D,,RED,E480057,IL,10300 S. Doty,(773) 568-8495,2772135
09/10/2015,PONT,4D,,BLK,952R635,IL,701 N. Sacramento,(773) 265-7605,6826490
09/10/2015,PONT,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2772126
09/10/2015,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1715477
09/10/2015,PONT,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6826566
09/10/2015,PONT,4D,,BLK,AJ5324,IN,10300 S. Doty,(773) 568-8495,2772103
09/10/2015,PONT,VN,,GRY,4882443,IL,701 N. Sacramento,(773) 265-7605,6826533
09/10/2015,SAA,SW,,GRY,V171086,IL,701 N. Sacramento,(773) 265-7605,6826569
09/10/2015,SATR,4D,,BLK,138S582,IL,10300 S. Doty,(773) 568-8495,2772134
09/10/2015,TOYT,4D,,TAN,,IL,400 E. Lower Wacker,(312) 744-7550,934120
09/10/2015,TOYT,4D,,BLU,V691682,IL,701 N. Sacramento,(773) 265-7605,6826553
09/10/2015,TOYT,4D,,WHI,E442975,IL,701 N. Sacramento,(773) 265-7605,6826493
09/10/2015,TOYT,4T,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6826492
09/10/2015,TOYT,4T,,PLE,E924801,IL,701 N. Sacramento,(773) 265-7605,6826505
09/10/2015,TOYT,LL,,GRY,GCT5023,IL,701 N. Sacramento,(773) 265-7605,6826562
09/10/2015,,VN,,RED,,IL,10300 S. Doty,(773) 785-9752,1715482
09/09/2015,ACUR,4D,,GRY,E437424,IL,701 N. Sacramento,(773) 265-7605,6826455
09/09/2015,BUIC,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2772089
09/09/2015,BUIC,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6826473
09/09/2015,CHEV,2D,,SIL,S778186,IL,10300 S. Doty,(773) 568-8495,2772061
09/09/2015,CHEV,4D,,RED,V276423,IL,701 N. Sacramento,(773) 265-7605,6826488
09/09/2015,CHEV,4D,,BLK,E360174,IL,10300 S. Doty,(773) 568-8495,2772078
09/09/2015,CHEV,4D,,MAR,548XRG,WI,701 N. Sacramento,(773) 265-7605,6826406
09/09/2015,CHEV,4D,,BGE,6041471,IL,10300 S. Doty,(773) 785-9752,1715476
09/09/2015,CHEV,LL,,BLK,E356633,IL,10300 S. Doty,(773) 568-8495,2772058
09/09/2015,CHEV,LL,TAH,BLK,E484055,IL,10300 S. Doty,(773) 568-8495,2772053
09/09/2015,CHEV,PK,,WHI,109S971,IL,10300 S. Doty,(773) 568-8495,2772064
09/09/2015,CHEV,VN,,TAN,183PNV,MN,10300 S. Doty,(773) 568-8495,2772063
09/09/2015,CHEV,VN,,GRY,Y826922,IL,701 N. Sacramento,(773) 265-7605,6826485
09/09/2015,CHRY,2D,,BLK,S812766,IL,10300 S. Doty,(773) 568-8495,2772069
09/09/2015,CHRY,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2772075
09/09/2015,CHRY,LL,,RED,E526223,IL,10300 S. Doty,(773) 785-9752,1715473
09/09/2015,DODG,4D,,GRY,V602083,IL,10300 S. Doty,(773) 568-8495,2772092
09/09/2015,DODG,4D,,GRY,Y732958,IL,10300 S. Doty,(773) 568-8495,2772065
09/09/2015,DODG,VN,,MAR,S881553,IL,701 N. Sacramento,(773) 265-7605,6826454
09/09/2015,DODG,VN,,BLK,,IL,10300 S. Doty,(773) 785-9752,1715474
09/09/2015,FORD,4D,,GRY,S901735,IL,10300 S. Doty,(773) 568-8495,2772081
09/09/2015,FORD,4D,,WHI,R596199,IL,701 N. Sacramento,(773) 265-7605,6826475
09/09/2015,FORD,4D,,BLK,V474746,IL,701 N. Sacramento,(773) 265-7605,6826462
09/09/2015,FORD,4D,,GRY,V731123,IL,10300 S. Doty,(773) 568-8495,2772087
09/09/2015,FORD,LL,,RED,,,10300 S. Doty,(773) 568-8495,2772080
09/09/2015,FORD,PK,,WHI,1465158B,IL,701 N. Sacramento,(773) 265-7605,6826446
09/09/2015,FORD,VN,,GRN,382S686,IL,10300 S. Doty,(773) 568-8495,2772091
09/09/2015,FORD,VN,,BLK,E985633,IL,10300 S. Doty,(773) 568-8495,2772088
09/09/2015,FORD,VN,,BLK,V337412,IL,701 N. Sacramento,(773) 265-7605,6826465
09/09/2015,FORD,VN,,BLU,H762146,IL,701 N. Sacramento,(773) 265-7605,6826449
09/09/2015,GMC,LL,,GRN,182S205,IL,10300 S. Doty,(773) 568-8495,2772083
09/09/2015,HOND,2D,,SIL,V504598,IL,701 N. Sacramento,(773) 265-7605,6826444
09/09/2015,HOND,4D,,SIL,E282564,IL,701 N. Sacramento,(773) 265-7605,6826438
09/09/2015,HOND,4D,,WHI,V415335,IL,701 N. Sacramento,(773) 265-7605,6826436
09/09/2015,HOND,4D,,WHI,V737022,IL,701 N. Sacramento,(773) 265-7605,6826440
09/09/2015,HOND,4D,,GRY,E806358,IL,701 N. Sacramento,(773) 265-7605,6826450
09/09/2015,JEEP,LL,,BGE,P128819,IL,701 N. Sacramento,(773) 265-7605,6826447
09/09/2015,JEEP,LL,,GRY,S930499,IL,701 N. Sacramento,(773) 265-7605,6826468
09/09/2015,JEEP,LL,,GRY,V431497,IL,701 N. Sacramento,(773) 265-7605,6826460
09/09/2015,JEEP,LL,TK,BLK,E876196,IL,701 N. Sacramento,(773) 265-7605,6826417
09/09/2015,LINC,4D,,CRM,2319098,IL,701 N. Sacramento,(773) 265-7605,6826482
09/09/2015,MAZD,4D,,BLK,H742125,IL,701 N. Sacramento,(773) 265-7605,6826448
09/09/2015,MAZD,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2772072
09/09/2015,MERC,4D,,SIL,Z152563,IL,701 N. Sacramento,(773) 265-7605,6826479
09/09/2015,MERC,4D,,GLD,S450555,IL,10300 S. Doty,(773) 568-8495,2772074
09/09/2015,MERC,4D,,RED,R424800,IL,10300 S. Doty,(773) 785-9752,1715475
09/09/2015,MITS,4D,,GRY,R402458,IL,701 N. Sacramento,(773) 265-7605,6826426
09/09/2015,MITS,VN,,BLK,P438346,IL,701 N. Sacramento,(773) 265-7605,6826410
09/09/2015,NISS,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6826412
09/09/2015,NISS,4D,,GRY,E707758,IL,701 N. Sacramento,(773) 265-7605,6826404
09/09/2015,NISS,4D,,BLK,Y829831,IL,10300 S. Doty,(773) 568-8495,2772082
09/09/2015,OLDS,VN,,GLD,N550129,IL,701 N. Sacramento,(773) 265-7605,6826453
09/09/2015,PONT,2D,,SIL,V748848,IL,701 N. Sacramento,(773) 265-7605,6826442
09/09/2015,PONT,4D,,BLK,Z264532,IL,10300 S. Doty,(773) 568-8495,2772067
09/09/2015,PONT,4D,,MAR,Y773475,IL,701 N. Sacramento,(773) 265-7605,6826484
09/09/2015,PONT,4D,,SIL,V858102,IL,10300 S. Doty,(773) 568-8495,2772084
09/09/2015,PONT,4D,,BLK,616P833,IL,10300 S. Doty,(773) 568-8495,2772096
09/09/2015,PONT,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2772068
09/09/2015,PONT,VN,,TAN,E398531,IL,701 N. Sacramento,(773) 265-7605,6826415
09/09/2015,SATR,4D,,SIL,E130897,IL,701 N. Sacramento,(773) 265-7605,6826432
09/09/2015,TOYT,2D,,RED,V758595,IL,701 N. Sacramento,(773) 265-7605,6826429
09/09/2015,TOYT,4T,,WHI,Y911917,IL,10300 S. Doty,(773) 568-8495,2772054
09/09/2015,TOYT,LL,,BGE,9687413,IL,10300 S. Doty,(773) 568-8495,2772062
09/09/2015,,4D,,SIL,H983487,IL,10300 S. Doty,(773) 568-8495,2772073
09/09/2015,,MC,,BLU,D13886,IL,10300 S. Doty,(773) 568-8495,2772055
09/09/2015,,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,2772095
09/08/2015,BUIC,4D,,TAN,3330621,IL,10300 S. Doty,(773) 568-8495,2772011
09/08/2015,BUIC,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2772042
09/08/2015,BUIC,LL,,TAN,E697430,IL,10300 S. Doty,(773) 568-8495,2772043
09/08/2015,CADI,4D,,BLK,Y729578,IL,10300 S. Doty,(773) 568-8495,2772019
09/08/2015,CADI,4D,,GLD,5854396,IL,10300 S. Doty,(773) 785-9752,1715472
09/08/2015,CHEV,2D,,SIL,Y800290,IL,10300 S. Doty,(773) 568-8495,2772047
09/08/2015,CHEV,4D,,WHI,V140686,IL,701 N. Sacramento,(773) 265-7605,6826352
09/08/2015,CHEV,4D,,BLU,Y706895,IL,701 N. Sacramento,(773) 265-7605,6826362
09/08/2015,CHEV,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6826397
09/08/2015,CHEV,LL,,SIL,K158937,IL,10300 S. Doty,(773) 568-8495,2772039
09/08/2015,CHEV,LL,TK,BLK,274018,IL,701 N. Sacramento,(773) 265-7605,6826396
09/08/2015,CHEV,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,6826377
09/08/2015,CHEV,VN,TK,GRN,,IL,701 N. Sacramento,(773) 265-7605,6826391
09/08/2015,CHEV,VN,,BGE,S714638,IL,701 N. Sacramento,(773) 265-7605,6826371
09/08/2015,CHRY,4D,,WHI,DBK2093,NC,10300 S. Doty,(773) 568-8495,2772032
09/08/2015,DODG,PK,,GRN,1400645,IL,10300 S. Doty,(773) 568-8495,2772018
09/08/2015,DODG,VN,,RED,L635190,IL,10300 S. Doty,(773) 568-8495,2772038
09/08/2015,DODG,VN,,WHI,S777933,IL,10300 S. Doty,(773) 568-8495,2772004
09/08/2015,FORD,2D,,YEL,E526860,IL,701 N. Sacramento,(773) 265-7605,6826374
09/08/2015,FORD,4D,,BLK,E464126,IL,10300 S. Doty,(773) 568-8495,2772030
09/08/2015,FORD,4D,,TAN,643MCV,IN,10300 S. Doty,(773) 568-8495,2772052
09/08/2015,HOND,2D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6826428
09/08/2015,HOND,2D,,TAN,E995635,IL,10300 S. Doty,(773) 568-8495,2772008
09/08/2015,HOND,4D,,BLK,E560433,IL,701 N. Sacramento,(773) 265-7605,6826370
09/08/2015,HOND,4D,,BLU,903R916,IL,10300 S. Doty,(773) 568-8495,2772013
09/08/2015,HOND,LL,,RED,,,701 N. Sacramento,(773) 265-7605,6826400
09/08/2015,HYUN,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6826381
09/08/2015,HYUN,4D,,BLU,767R998,IL,701 N. Sacramento,(773) 265-7605,6826359
09/08/2015,JEEP,LL,TK,BLK,,IL,10300 S. Doty,(773) 568-8495,2772036
09/08/2015,KIA,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2772031
09/08/2015,KIA,4D,,WHI,V339776,IL,10300 S. Doty,(773) 568-8495,2772028
09/08/2015,LEXS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2772044
09/08/2015,LINC,4D,,WHI,E431508,IL,701 N. Sacramento,(773) 265-7605,6826398
09/08/2015,MERC,4D,,GRY,V723682,IL,10300 S. Doty,(773) 568-8495,2772040
09/08/2015,NISS,4D,,WHI,E389004,IL,701 N. Sacramento,(773) 265-7605,6826376
09/08/2015,NISS,4D,,BLK,Z130451,IL,10300 S. Doty,(773) 568-8495,2772045
09/08/2015,NISS,4D,,GRY,V489307,IL,701 N. Sacramento,(773) 265-7605,6826368
09/08/2015,OLDS,2D,,WHI,P133078,IL,701 N. Sacramento,(773) 265-7605,6826366
09/08/2015,PONT,2D,,GRN,Y750546,IL,701 N. Sacramento,(773) 265-7605,6826373
09/08/2015,TOYT,4D,,TAN,V755693,IL,10300 S. Doty,(773) 568-8495,2772005
09/08/2015,VOLK,4D,,GRY,7488C,IL,701 N. Sacramento,(773) 265-7605,6826367
09/07/2015,ACUR,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6826328
09/07/2015,AUDI,LL,,SIL,E698218,IL,10300 S. Doty,(773) 568-8495,2772002
